data,method,aggregator,metric,P,R,F1,H,J,KLD,C
cnn_dailymail,SumyLexRank,Avg,rouge-3,5.58,6.02,5.53,,,,
cnn_dailymail,SumyLexRank,Avg,rouge-4,3.53,3.76,3.47,,,,
cnn_dailymail,SumyLexRank,Avg,rouge-l,18.28,18.9,18.59,,,,
cnn_dailymail,SumyLexRank,Avg,rouge-su4,10.32,10.54,10.43,,,,
cnn_dailymail,SumyLexRank,Avg,rouge-w,16.23,8.33,10.46,,,,
cnn_dailymail,SumyLexRank,Avg,Gensim,,,,0.45,0.86,1.88,
cnn_dailymail,SumyLexRank,Avg,NLTK,28.9,29.85,28.9,,,,
cnn_dailymail,SumyLexRank,Avg,SKLearn,,,,,,,0.29
cnn_dailymail,SumyTextRank,Avg,rouge-1,21.89,29.8,25.24,,,,
cnn_dailymail,SumyTextRank,Avg,rouge-2,6.36,8.41,7.24,,,,
cnn_dailymail,SumyTextRank,Avg,rouge-3,4.08,5.61,4.55,,,,
cnn_dailymail,SumyTextRank,Avg,rouge-4,2.63,3.57,2.92,,,,
cnn_dailymail,SumyTextRank,Avg,rouge-l,14.3,19.6,16.53,,,,
cnn_dailymail,SumyTextRank,Avg,rouge-su4,7.9,10.66,9.08,,,,
cnn_dailymail,SumyTextRank,Avg,rouge-w,12.67,8.58,9.77,,,,
cnn_dailymail,SumyTextRank,Avg,Gensim,,,,0.45,0.88,1.92,
cnn_dailymail,SumyTextRank,Avg,NLTK,23.47,29.64,23.47,,,,
cnn_dailymail,SumyTextRank,Avg,SKLearn,,,,,,,0.3
cnn_dailymail,SumySumBasic,Avg,rouge-1,31.4,20.06,24.48,,,,
cnn_dailymail,SumySumBasic,Avg,rouge-2,8.31,5.54,6.65,,,,
cnn_dailymail,SumySumBasic,Avg,rouge-3,5.19,3.66,4.06,,,,
cnn_dailymail,SumySumBasic,Avg,rouge-4,3.38,2.35,2.62,,,,
cnn_dailymail,SumySumBasic,Avg,rouge-l,21.79,13.8,16.89,,,,
cnn_dailymail,SumySumBasic,Avg,rouge-su4,11.28,7.07,8.69,,,,
cnn_dailymail,SumySumBasic,Avg,rouge-w,19.85,6.15,8.87,,,,
cnn_dailymail,SumySumBasic,Avg,Gensim,,,,0.43,0.88,1.81,
cnn_dailymail,SumySumBasic,Avg,NLTK,31.15,21.11,31.15,,,,
cnn_dailymail,SumySumBasic,Avg,SKLearn,,,,,,,0.26
cnn_dailymail,SumyKL,Avg,rouge-1,27.82,25.7,26.72,,,,
cnn_dailymail,SumyKL,Avg,rouge-2,9.02,8.12,8.55,,,,
cnn_dailymail,SumyKL,Avg,rouge-3,5.83,5.54,5.44,,,,
cnn_dailymail,SumyKL,Avg,rouge-4,3.77,3.52,3.48,,,,
cnn_dailymail,SumyKL,Avg,rouge-l,19.14,17.85,18.47,,,,
cnn_dailymail,SumyKL,Avg,rouge-su4,10.67,9.63,10.12,,,,
cnn_dailymail,SumyKL,Avg,rouge-w,16.96,7.88,10.27,,,,
cnn_dailymail,SumyKL,Avg,Gensim,,,,0.45,0.87,1.9,
cnn_dailymail,SumyKL,Avg,NLTK,29.07,25.93,29.07,,,,
cnn_dailymail,SumyKL,Avg,SKLearn,,,,,,,0.29
cnn_dailymail,SumyReduction,Avg,rouge-1,22.38,29.43,25.43,,,,
cnn_dailymail,SumyReduction,Avg,rouge-2,6.6,8.45,7.41,,,,
cnn_dailymail,SumyReduction,Avg,rouge-3,4.26,5.68,4.68,,,,
cnn_dailymail,SumyReduction,Avg,rouge-4,2.77,3.64,3.01,,,,
cnn_dailymail,SumyReduction,Avg,rouge-l,14.79,19.52,16.83,,,,
cnn_dailymail,SumyReduction,Avg,rouge-su4,8.14,10.6,9.21,,,,
cnn_dailymail,SumyReduction,Avg,rouge-w,13.08,8.55,9.85,,,,
cnn_dailymail,SumyReduction,Avg,Gensim,,,,0.45,0.88,1.91,
cnn_dailymail,SumyReduction,Avg,NLTK,24.37,29.22,24.37,,,,
cnn_dailymail,SumyReduction,Avg,SKLearn,,,,,,,0.3
cnn_dailymail,Transformers-facebook/bart-large-cnn,Avg,rouge-1,42.34,26.88,32.88,,,,
cnn_dailymail,Transformers-facebook/bart-large-cnn,Avg,rouge-2,19.45,12.12,14.93,,,,
cnn_dailymail,Transformers-facebook/bart-large-cnn,Avg,rouge-3,14.64,9.74,11.33,,,,
cnn_dailymail,Transformers-facebook/bart-large-cnn,Avg,rouge-4,10.05,6.55,7.67,,,,
cnn_dailymail,Transformers-facebook/bart-large-cnn,Avg,rouge-l,31.84,20.29,24.79,,,,
cnn_dailymail,Transformers-facebook/bart-large-cnn,Avg,rouge-su4,19.39,11.86,14.71,,,,
cnn_dailymail,Transformers-facebook/bart-large-cnn,Avg,rouge-w,30.07,9.8,14.31,,,,
cnn_dailymail,Transformers-facebook/bart-large-cnn,Avg,Gensim,,,,0.43,0.84,1.76,
cnn_dailymail,Transformers-facebook/bart-large-cnn,Avg,NLTK,42.71,29.7,42.71,,,,
cnn_dailymail,Transformers-facebook/bart-large-cnn,Avg,SKLearn,,,,,,,0.34
cnn_dailymail,Transformers-google/pegasus-xsum,Avg,rouge-1,31.82,20.14,24.66,,,,
cnn_dailymail,Transformers-google/pegasus-xsum,Avg,rouge-2,10.33,6.47,7.95,,,,
cnn_dailymail,Transformers-google/pegasus-xsum,Avg,rouge-3,6.3,4.2,4.87,,,,
cnn_dailymail,Transformers-google/pegasus-xsum,Avg,rouge-4,3.72,2.42,2.83,,,,
cnn_dailymail,Transformers-google/pegasus-xsum,Avg,rouge-l,22.08,14.14,17.24,,,,
cnn_dailymail,Transformers-google/pegasus-xsum,Avg,rouge-su4,11.69,7.15,8.87,,,,
cnn_dailymail,Transformers-google/pegasus-xsum,Avg,rouge-w,20.65,6.75,9.84,,,,
cnn_dailymail,Transformers-google/pegasus-xsum,Avg,Gensim,,,,0.44,0.88,1.82,
cnn_dailymail,Transformers-google/pegasus-xsum,Avg,NLTK,33.89,21.8,33.89,,,,
cnn_dailymail,Transformers-google/pegasus-xsum,Avg,SKLearn,,,,,,,0.25
cnn_dailymail,Transformers-csebuetnlp/mT5_multilingual_XLSum,Avg,rouge-1,31.64,14.78,20.15,,,,
cnn_dailymail,Transformers-csebuetnlp/mT5_multilingual_XLSum,Avg,rouge-2,7.65,3.48,4.78,,,,
cnn_dailymail,Transformers-csebuetnlp/mT5_multilingual_XLSum,Avg,rouge-3,3.74,1.78,2.34,,,,
cnn_dailymail,Transformers-csebuetnlp/mT5_multilingual_XLSum,Avg,rouge-4,1.74,0.8,1.06,,,,
cnn_dailymail,Transformers-csebuetnlp/mT5_multilingual_XLSum,Avg,rouge-l,22.0,10.35,14.08,,,,
cnn_dailymail,Transformers-csebuetnlp/mT5_multilingual_XLSum,Avg,rouge-su4,10.2,4.46,6.21,,,,
cnn_dailymail,Transformers-csebuetnlp/mT5_multilingual_XLSum,Avg,rouge-w,21.02,5.01,7.86,,,,
cnn_dailymail,Transformers-csebuetnlp/mT5_multilingual_XLSum,Avg,Gensim,,,,0.43,0.9,1.77,
cnn_dailymail,Transformers-csebuetnlp/mT5_multilingual_XLSum,Avg,NLTK,31.46,16.66,31.46,,,,
cnn_dailymail,Transformers-csebuetnlp/mT5_multilingual_XLSum,Avg,SKLearn,,,,,,,0.21
cnn_dailymail,SumyEdmundson,Avg,rouge-1,25.74,25.02,25.37,,,,
cnn_dailymail,SumyEdmundson,Avg,rouge-2,7.78,7.52,7.65,,,,
cnn_dailymail,SumyEdmundson,Avg,rouge-3,5.1,5.22,4.94,,,,
cnn_dailymail,SumyEdmundson,Avg,rouge-4,3.26,3.27,3.12,,,,
cnn_dailymail,SumyEdmundson,Avg,rouge-l,17.34,16.86,17.1,,,,
cnn_dailymail,SumyEdmundson,Avg,rouge-su4,9.33,8.96,9.14,,,,
cnn_dailymail,SumyEdmundson,Avg,rouge-w,15.77,7.69,9.83,,,,
cnn_dailymail,SumyEdmundson,Avg,Gensim,,,,0.44,0.88,1.84,
cnn_dailymail,SumyEdmundson,Avg,NLTK,26.94,26.18,25.56,,,,
cnn_dailymail,SumyEdmundson,Avg,SKLearn,,,,,,,0.26
cnn_dailymail,Transformers-facebook/bart-large-cnn,Avg,Gensim,,,,0.58,0.84,0.2,
cnn_dailymail,Transformers-google/pegasus-xsum,Avg,Gensim,,,,0.63,0.88,0.24,
cnn_dailymail,Transformers-csebuetnlp/mT5_multilingual_XLSum,Avg,Gensim,,,, 0.60, 0.90, 0.21,
